Unnamed: 0,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,ECG_mean,ECG_std,ECG_min,ECG_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,EMG_mean,EMG_std,EMG_min,EMG_max,Resp_mean,Resp_std,Resp_min,Resp_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,c_ACC_x_mean,c_ACC_x_std,c_ACC_x_min,c_ACC_x_max,c_ACC_y_mean,c_ACC_y_std,c_ACC_y_min,c_ACC_y_max,c_ACC_z_mean,c_ACC_z_std,c_ACC_z_min,c_ACC_z_max,c_Temp_mean,c_Temp_std,c_Temp_min,c_Temp_max,BVP_peak_freq,TEMP_slope,subject,label
0,0.02596117792146391,0.013811331379276945,0.0,0.08738279761012517,0.023430779941925082,0.017768887587311488,-0.03784292593141665,0.0873827562416348,1.6121623088319984e-05,1.2225939942732648e-05,-2.603794623728521e-05,6.012398494791312e-05,1.6121623088319984e-05,1.2225939942732648e-05,-2.603794623728521e-05,6.012398494791312e-05,-0.5058184902459708,113.32994582081974,-392.28,554.77,0.0020283436826978693,0.13899618458556362,-0.435882568359375,0.9792938232421876,1.3036251579539295,0.15173628980675247,1.014137872636249,1.6783994645961535,1.9673620869611976,1.166933042542044,0.36797708316668265,4.459366787884756,1.3765354163282144,2.4481345527396465,3.096901934895868e-08,17.41882122027924,0.8029562945462451,1.169597634516809,-1.213172941862477,2.5547503021729274,-0.0026382554367549806,0.014499984829008297,-0.245819091796875,0.1305084228515625,0.09286154907845057,2.8902671464681617,-8.80584716796875,6.74285888671875,35.80728506787336,0.02498606314912744,35.75,35.87,0.7713059969049935,0.12503431605972642,0.5390000343322754,1.145400047302246,-0.13226016487673167,0.04357444788320166,-0.2778000235557556,0.04299998283386231,-0.44045635414720136,0.2442039105505931,-0.8700000047683716,0.6109999418258667,29.168922743818502,0.06428986859834335,28.99456787109375,29.42620849609375,0.08142493638676844,-0.0002532824885766032,2,0
1,0.027639992996480508,0.010596568051246721,0.0027522140979566985,0.05435622843464479,0.027639979911241515,0.010596563034652676,0.00275221279501212,0.054356202701489366,1.9017776591399224e-05,7.290999091780887e-06,1.8936688172571063e-06,3.739995914082785e-05,1.9017776591399224e-05,7.290999091780887e-06,1.8936688172571063e-06,3.739995914082785e-05,0.5236612948826704,41.901619064922436,-289.26,209.89,0.0005580944305442012,0.15371070902916198,-0.3029022216796875,0.862701416015625,0.8925488444592031,0.14209268670878933,0.6939961352625407,1.1909666436032378,0.16526729419171174,0.12813202479653338,0.0027887371005067443,0.5443458456701337,0.10795162612076556,0.22335939883046,2.7872847141452443e-08,1.3008099949767329,1.356137547043924,0.42492104669753705,0.9124406813491884,2.037179172222012,-0.0027302649407953306,0.008761860433544802,-0.06756591796875,0.0463714599609375,0.03785310961593456,1.5966038535319098,-2.9144287109375,3.73077392578125,35.70683257918552,0.024640657773683,35.66,35.75,0.6197434545808267,0.0060928420447489895,0.5808000564575195,0.6441999673843384,-0.10905918201157946,0.00800159512055074,-0.14459997415542605,-0.07059997320175171,-0.715456240465409,0.0071687251731791125,-0.7594000101089478,-0.6809999942779541,28.88660532438869,0.07484635193871393,28.730682373046875,29.207275390625,0.14701724625388746,-0.00016098369039545314,2,0
2,0.028389212954998282,0.006936934571683168,0.0,0.06605313835096077,0.028377524404226744,0.006984538172483501,-0.00275221279501212,0.06605310708029087,1.9525246439020825e-05,4.805733831389959e-06,-1.8936688172571063e-06,4.544805161417056e-05,1.9525246439020825e-05,4.805733831389959e-06,-1.8936688172571063e-06,4.544805161417056e-05,0.0952304212609561,58.836497604736785,-367.11,363.29,0.001482968985658436,0.18462747187331985,-1.4994049072265625,1.4157257080078125,0.5987120030364941,0.06687012563211793,0.4864942002203283,0.7181063761815458,0.03413642876413287,0.046187809469637166,1.4827831753488775e-05,0.19528273424588305,0.03298663884479746,0.11363764372041447,3.2976926522820804e-08,0.997036505624208,0.5946547839738721,0.2063298408905465,0.1122697804933866,0.90783251850008,-0.00259358786018,0.009435525885979148,-0.0813446044921875,0.0462799072265625,0.05825055741361496,1.5911269613990828,-3.24249267578125,3.45001220703125,35.77542986425342,0.037081551492185484,35.71,35.84,0.6209057083255366,0.005715503569135552,0.5914000272750854,0.6460000276565552,-0.10450306511038696,0.006401265126041071,-0.14840000867843628,-0.06319999694824219,-0.7147476685976566,0.0072953026848171796,-0.7533999681472778,-0.6754000186920166,28.799658802053376,0.037923903410756514,28.679107666015625,28.988800048828125,0.08821034775233247,0.0005353597118303113,2,0
3,0.033268496418121685,0.007669752274929799,0.0,0.07499783416932004,0.03295965407706733,0.008903822401378455,-0.03096239394388635,0.07499779866408028,2.267799541751872e-05,6.126303484397399e-06,-2.1303774194142445e-05,5.160247527025615e-05,2.267799541751872e-05,6.126303484397399e-06,-2.1303774194142445e-05,5.160247527025615e-05,-0.17923946847610833,84.22484335471755,-670.2,361.86,0.001121522179434852,0.14742581728512807,-0.4049835205078125,0.7828216552734375,0.5047598616495667,0.01805323744150973,0.4701519730405613,0.5689634790783594,0.223354574277362,0.18778396091522254,0.0013878393348570868,0.6698364603335911,0.16700313466660455,0.4514013853468902,3.2841318997611786e-08,3.622407094081217,0.11999755777187987,0.1814455467009712,-0.20270020156079727,0.31263141090766,-0.002509668859253624,0.010921704442952207,-0.0846405029296875,0.0713653564453125,0.0625670701958699,1.879271320854473,-6.646728515625,5.21697998046875,35.83072398190053,0.025266378398122503,35.77,35.89,0.6687222154455289,0.07315014961775151,0.5770000219345093,0.9349999427795408,-0.07532115646416196,0.053832599119041896,-0.2896000146865845,0.09099996089935304,-0.6289231977280584,0.19449905580797927,-0.7878000140190125,0.16600000858306885,28.76886511652685,0.058638828254745465,28.58465576171875,29.02328491210937,0.11761379700310998,-0.0002561730797024862,2,0
4,0.03702101565475415,0.0012844260056323526,0.027522140979566984,0.043347372042818,0.037020998128381916,0.0012844253975634028,0.0275221279501212,0.04334735152144089,2.5472416183262765e-05,8.837530033531475e-07,1.8936688172571066e-05,2.9825283871799426e-05,2.5472416183262765e-05,8.837530033531475e-07,1.8936688172571066e-05,2.9825283871799426e-05,0.051860333616058484,21.030838832701626,-120.43,139.13,0.0010512695848947963,0.14406446384190558,-0.27978515625,0.77801513671875,0.4562857317383377,0.03683899463944928,0.3955345289647858,0.5179903104042501,0.004533319621371927,0.009405826463246295,6.819167828716883e-07,0.0634146893150826,0.001633651879818525,0.009980247930587001,8.373381165764366e-08,0.11808383076499945,0.19159264592704034,0.10951814391376348,0.008597810783057658,0.3442429172221761,-0.002470069532618257,0.010011263507229824,-0.0664215087890625,0.0712738037109375,0.0579471487550772,1.4149755753488782,-2.777099609375,3.02886962890625,35.798868778280614,0.02090889465952162,35.77,35.84,0.6411373766603126,0.004339873999999497,0.6202000379562378,0.6649999618530273,-0.06171518050826776,0.005641592746869552,-0.12559998035430908,-0.02640002965927124,-0.6952192115261049,0.00626695988853856,-0.7202000021934509,-0.6570000052452087,28.598513795996446,0.06812760222111518,28.44744873046875,28.882598876953125,0.15154085383093016,0.0002602643779114445,2,0
5,0.032592254846673774,0.012684394723806487,0.0,0.07018145949789581,0.03243190122810098,0.013088910195740423,-0.008944691583789391,0.07018142627280906,2.2314873381636988e-05,9.005866528370372e-06,-6.1544236560855945e-06,4.8288554840056206e-05,2.2314873381636988e-05,9.005866528370372e-06,-6.1544236560855945e-06,4.8288554840056206e-05,-0.2701781674208118,84.07123918523716,-596.97,368.75,0.0017731659539035234,0.14272113280021842,-0.2749786376953125,0.7787933349609375,0.3647523176179545,0.016189381096408318,0.33800492133647986,0.39550396767918455,0.034104673671894334,0.029882517887809087,6.996313584973643e-05,0.12320395872617824,0.026361025482252828,0.08050112580183287,3.4712853480556305e-08,0.5722274379884067,-0.11600037898262534,0.052428087850277375,-0.16984153391509102,0.006874694171344621,-0.0024567715370086515,0.01014418956485101,-0.0803375244140625,0.0489349365234375,0.04840509149167555,1.471546205346255,-3.240966796875,3.20587158203125,35.88076923076926,0.02250884499542674,35.83,35.91,0.6380680999907471,0.0065797378791379035,0.6058000326156616,0.6862000226974487,-0.06577165283496735,0.007500687115232002,-0.11959999799728395,-0.022599995136260983,-0.6988177222430252,0.007835593816220895,-0.7305999994277954,-0.6532000303268433,28.573323525109164,0.04365348117338421,28.41741943359375,28.786529541015625,0.07918552036199096,0.00016692051986168474,2,0
6,0.03528481607383185,0.01008371417559828,0.0,0.06123676367953655,0.03517822696891961,0.010449431044905543,-0.006880531987530299,0.061236734689019676,2.420449159242617e-05,7.189764455596502e-06,-4.7341720431427655e-06,4.2134131183970615e-05,2.420449159242617e-05,7.189764455596502e-06,-4.7341720431427655e-06,4.2134131183970615e-05,0.35775515973989586,82.20378728079848,-428.17,421.48,0.0005217149750472175,0.1473350571736452,-0.298004150390625,0.8064422607421875,0.2970507821836731,0.026499342466928415,0.254280746425988,0.3568084859483367,0.03214167647299285,0.02890210413465876,0.0009432021972993783,0.10383133735330914,0.024416935847370855,0.1006057726396636,4.2224260754508685e-08,0.8351373018287732,-0.319819917051,0.07838548132040409,-0.41633987683323137,-0.1703482106389121,-0.0024132620596784607,0.009751947103990296,-0.065093994140625,0.0445404052734375,0.0386697333103843,1.4793305608975458,-3.08990478515625,3.22418212890625,35.81959276018101,0.03178429479395135,35.77,35.89,0.6293998458937446,0.006307283919819748,0.5978000164031982,0.6554000377655029,-0.06300531023722895,0.005645853803270183,-0.09680002927780153,-0.031400024890899665,-0.7075637270448102,0.007647488593822757,-0.7397999763488771,-0.670199990272522,28.44531648312615,0.04249388360718395,28.278961181640625,28.69198608398437,0.06333050607859768,-0.000443572325925264,2,0
7,0.03772697102433732,0.007104925784853659,0.0,0.05435622843464479,0.0377067163049664,0.0072115506743670454,-0.006880531987530299,0.054356202701489366,2.594422676810581e-05,4.961930509467893e-06,-4.7341720431427655e-06,3.739995914082785e-05,2.594422676810581e-05,4.961930509467893e-06,-4.7341720431427655e-06,3.739995914082785e-05,-0.10934973141080072,80.38091992374488,-727.64,595.6,0.0008489028730284967,0.14444571259696962,-0.269439697265625,0.793212890625,0.22660551689801764,0.01768988045610877,0.1980245217839082,0.2617580893359861,0.01007472699286538,0.015715549648620576,1.4904675891705082e-05,0.0635584278521064,0.007727708506293595,0.056282006477141926,5.048273732377595e-08,0.6177148725378334,-0.5116929199960332,0.04851435039551335,-0.588027101775721,-0.4170137280529369,-0.0024172795027195514,0.009815479757682913,-0.061294555664062514,0.0507659912109375,0.04165380401185325,1.4226620174355955,-2.72369384765625,2.70843505859375,35.76411764705889,0.015449954410814613,35.75,35.79,0.6276151645844262,0.004474925924892685,0.5981999635696411,0.6585999727249146,-0.0631617108498028,0.0041297080998344326,-0.09460002183914183,-0.031400024890899665,-0.7099693627376465,0.006193573090677525,-0.7432000041007996,-0.6754000186920166,28.451477430239297,0.05702981162130676,28.266143798828125,28.686279296875,0.07011591744416171,0.00014339555516026,2,0
8,0.03689157079947632,0.007797145217023556,0.0,0.05504428195913397,0.03688066272411563,0.007848492876081501,-0.00481637239127121,0.0550442559002424,2.5375857959460143e-05,5.4001806287782505e-06,-3.313920430199936e-06,3.787337634514213e-05,2.5375857959460143e-05,5.4001806287782505e-06,-3.313920430199936e-06,3.787337634514213e-05,-0.5040938648572224,54.42425738276529,-409.52,347.37,0.0016921422755431024,0.1411120073843673,-0.26788330078125,0.77435302734375,0.1803100779099021,0.009349296205610277,0.16453634055355246,0.19774625937860227,0.007305087509962544,0.013052243824458343,3.4805112749332893e-06,0.051969077400547764,0.008078716375143569,0.04773215026483391,4.878782289274852e-08,0.4129655662508148,-0.6494600762704646,0.032033063964398964,-0.6939015622907352,-0.5886179925834639,-0.0024252102547847624,0.0099732122398282,-0.0628509521484375,0.0419769287109375,0.06354727107531134,1.4316740458277155,-2.81219482421875,2.84423828125,35.86131221719456,0.042036369569422936,35.77,35.93,0.6262366772067792,0.004555548810705967,0.5997999906539917,0.6469999551773071,-0.06404325833193407,0.004235098561354385,-0.09179997444152832,-0.03479999303817749,-0.7116274433377092,0.006403980181297393,-0.7445999979972839,-0.6818000078201294,28.500903815422426,0.032868315542589496,28.34320068359375,28.7020263671875,0.06106870229007633,0.0006092921387038787,2,0
9,0.03614927363277656,0.0059810863382543464,0.0,0.0571084425326015,0.0361430297933209,0.006018596527191686,-0.0034402659937651497,0.05710841549650149,2.486832726192049e-05,4.141114592538159e-06,-2.3670860215713828e-06,3.9293627958084963e-05,2.486832726192049e-05,4.141114592538159e-06,-2.3670860215713828e-06,3.9293627958084963e-05,0.5088040712468184,58.07213591817753,-351.18,402.66,0.0009014290178614704,0.14397458312710212,-0.2739715576171875,0.78863525390625,0.1555021421665568,0.009280025899340478,0.14213966030426178,0.18141780674696656,0.007872347979405859,0.014349041759053225,3.340663064775416e-06,0.054985584373685135,0.00418967876991109,0.028329928921542107,3.626094247088929e-08,0.3759758972194029,-0.7255101162428922,0.020068288675472955,-0.7552844847638849,-0.6942090698160025,-0.002368763700881057,0.010691134338428663,-0.0688934326171875,0.0582733154296875,0.0523581892859047,1.4058823075183513,-2.83050537109375,3.05023193359375,35.90095022624439,0.014660633484162112,35.87,35.95,0.6195736115153333,0.006278614880139373,0.5801999568939209,0.6754000186920166,-0.06681979113324772,0.006913886886012743,-0.12220001220703125,-0.022599995136260983,-0.7185324787255367,0.007540444318481908,-0.7734000086784363,-0.6812000274658203,28.444932747695823,0.0487170558937336,28.283233642578125,28.6705322265625,0.14475544246536612,-1.3118836648243609e-05,2,0
