Unnamed: 0,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,Resp_mean,Resp_std,Resp_min,Resp_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,BVP_peak_freq,TEMP_slope,subject,label
0,0.029732629678152087,0.0038415308215298577,0.01032080286733762,0.05435622843464479,0.02973261560222373,0.0038415290028843093,0.010320797981295449,0.054356202701489366,2.0457621272404325e-05,2.643176318537126e-06,7.101258064714148e-06,3.739995914082785e-05,2.0457621272404325e-05,2.643176318537126e-06,7.101258064714148e-06,3.739995914082785e-05,0.3422937853107343,56.953688920307954,-309.08,170.7,1.517755704032229,0.05744499698178088,1.4373443083267283,1.6783994645961535,2.1461621617393516,1.142181759564781,0.6210068087251048,4.319986715502379,1.1066017780736157,1.093790984590172,2.868633788999375e-05,5.408451786567724,1.2742242266991115,0.9741433143114536,-0.4115342811222841,2.5547503021729274,-0.044929007339872026,2.964953298974381,-8.80584716796875,4.02679443359375,35.823090909090894,0.010595492570423052,35.81,35.84,0.08135593220338984,0.0001558441558441484,2,0
1,0.030140480409862905,0.013522514181431095,0.0,0.08738279761012517,0.029287404708912917,0.015282468428061238,-0.02408186195635605,0.0873827562416348,2.015129249314209e-05,1.0515151286769726e-05,-1.656960215099968e-05,6.012398494791312e-05,2.015129249314209e-05,1.0515151286769726e-05,-1.656960215099968e-05,6.012398494791312e-05,-0.7062330316742059,141.21439449831203,-358.13,554.77,1.2781812728045852,0.0896426133980765,1.1092986624802572,1.4308800291735615,1.5024158394211429,0.9258146361542748,0.36797708316668265,3.3409625230052002,1.4621499271750602,2.523380008581649,5.2296570629550836e-08,11.71259626503334,1.1901040178420144,1.018561814125571,-0.5991635447640467,2.551851970397221,0.3412769938092138,2.893127769173536,-6.04705810546875,6.50482177734375,35.811090909090865,0.01170434686504032,35.79,35.83,0.13574660633484165,-0.0001991341991342272,2,0
2,0.028281801884432894,0.016410653130627468,0.0,0.07155756654687416,0.022939257775621388,0.0233014869564547,-0.03784292593141665,0.07155753267031513,1.5783429689536608e-05,1.6032662636090663e-05,-2.603794623728521e-05,4.9235389248684756e-05,1.5783429689536608e-05,1.6032662636090663e-05,-2.603794623728521e-05,4.9235389248684756e-05,0.0591402714932148,133.2096062761176,-392.28,438.16,1.2162374473743371,0.11810287648628673,1.014137872636249,1.4857995814446938,3.2256031493717305,0.5293725586893708,2.3010282280371985,4.459366787884756,2.4165045676151333,3.7678638313639294,3.096901934895868e-08,17.41882122027924,-0.7198372266557451,0.4875550764623773,-1.213172941862477,0.4465242370420128,-0.3329745148591795,3.5733048727240737,-8.16802978515625,6.74285888671875,35.8212727272727,0.0197304144963634,35.79,35.87,0.14479638009049775,-0.0005367965367965231,2,0
3,0.015689799713408132,0.01238988657519791,0.0006880535244891746,0.04678763966526387,0.011763841680942636,0.01616449055396666,-0.008256638385036359,0.046787617515206034,8.094148898196802e-06,1.1122029431869896e-05,-5.6810064517713185e-06,3.2192369893370815e-05,8.094148898196802e-06,1.1122029431869896e-05,-5.6810064517713185e-06,3.2192369893370815e-05,-1.7194343891402724,102.23984908024653,-345.19,359.57,1.2041351174322326,0.054426266749646734,1.101072325619433,1.2977074582994428,1.0126260346277218,0.5152727351267413,0.5391497246188794,2.241269540571701,0.5361648571611763,0.6581262167619013,3.3099901486366434e-08,2.78886166922754,1.4554702698397188,0.3814895944888058,0.5105293775718543,1.871490021412816,0.4080258882962741,1.7675262120303818,-3.5003662109375,3.65447998046875,35.7742857142857,0.017202277969703066,35.75,35.81,0.11764705882352942,-0.0006889952153109765,2,0
4,0.014053726740018644,0.0006865233159833803,0.011008856391826794,0.015825231063251018,0.01405372008674742,0.000686522990971662,0.01100885118004848,0.015825223571319692,9.669707060066246e-06,4.7236433995555e-07,7.574675269028425e-06,1.088859569922836e-05,9.669707060066246e-06,4.7236433995555e-07,7.574675269028425e-06,1.088859569922836e-05,2.229411764705882,29.959636958962,-81.86,185.58,1.0986440041777443,0.04978072787514394,1.0113297761100053,1.1909666436032378,0.17201857759346945,0.15711055226935855,0.006950363560282765,0.5443458456701337,0.05831472655972916,0.1267009412006469,9.059071581773993e-08,0.6655971836494476,1.9754851176067485,0.05208352062416796,1.8634639150622123,2.037179172222012,0.056338869863428676,1.6657015669610025,-2.7862548828125,3.26080322265625,35.73472727272728,0.017040544747432548,35.71,35.75,0.13574660633484165,-0.0008629148629148688,2,0
5,0.027609118400269875,0.012288155820879484,0.0027522140979566985,0.05435622843464479,0.027609105329647585,0.012288150003459251,0.00275221279501212,0.054356202701489366,1.8996533236773312e-05,8.454900916637174e-06,1.8936688172571063e-06,3.739995914082785e-05,1.8996533236773312e-05,8.454900916637174e-06,1.8936688172571063e-06,3.739995914082785e-05,-0.3485875706214657,51.55677215633446,-240.61,209.89,0.9233103252262516,0.05556613783055993,0.8322161167473114,1.0081733131064503,0.13363706491435884,0.0883619412011308,0.01996279590363714,0.3692976511012663,0.15186780108273018,0.3154587336210313,4.7256021318275985e-08,1.3008099949767329,1.4799060555965948,0.21596812469145465,1.137304257172579,1.8511922154818503,-0.10007193564382433,1.730745379727154,-2.9144287109375,3.04718017578125,35.69109090909092,0.016806138193879272,35.66,35.71,0.11751412429378533,-0.00011255411255412195,2,0
6,0.03421276099824224,0.004014986041199265,0.013761070489783492,0.040595157944861314,0.03421274480134428,0.004014984140437155,0.0137610639750606,0.04059513872642877,2.354018849868588e-05,2.7625226807704674e-06,9.468344086285533e-06,2.793161505454232e-05,2.354018849868588e-05,2.7625226807704674e-06,9.468344086285533e-06,2.793161505454232e-05,-2.7315723981900426,53.586317542178456,-289.26,145.36,0.8132511131463345,0.026156503810316745,0.7606944707577967,0.8768194179289382,0.2900324195940326,0.044416913589882784,0.18111187762542494,0.36138758353877976,0.201859979609238,0.24242680380905826,2.7872847141452443e-08,1.105898008119306,0.9917919348833504,0.05239831739951665,0.9459457413226706,1.1276021627961088,0.2019934263773651,1.6744719232013183,-2.81829833984375,3.73077392578125,35.69785714285717,0.02076348836249893,35.66,35.73,0.16289592760180996,-0.0006561859193438312,2,0
7,0.03468443569941937,0.002014496511590101,0.02889824802854533,0.036466836797926255,0.034684419279222306,0.0020144955578934613,0.028898234347627262,0.03646681953391059,2.3864725631960085e-05,1.3860801124823702e-06,1.9883522581199616e-05,2.5091111828656657e-05,2.3864725631960085e-05,1.3860801124823702e-06,1.9883522581199616e-05,2.5091111828656657e-05,2.9463800904977457,23.9718700063666,-84.39,109.88,0.7364317122194419,0.02587667830624269,0.6939961352625407,0.7828658617100936,0.0631126578394897,0.06433114608199662,0.0027887371005067443,0.21422576262841025,0.018056572622483925,0.06004511556580451,1.4432051016755046e-07,0.3732589896895786,0.9839915457646488,0.02828434065699885,0.9124406813491884,1.013621883233599,-0.006879156272619171,1.2547465457256557,-2.12860107421875,2.94952392578125,35.70381818181821,0.017631676978037792,35.66,35.73,0.13574660633484165,0.0006493506493506554,2,0
8,0.03117256069659669,0.00520043624298764,0.013761070489783492,0.03853099737139378,0.03117254593898064,0.005200433781013397,0.0137610639750606,0.03853097913016968,2.1448369946591345e-05,3.5781750979295823e-06,9.468344086285533e-06,2.651136344159949e-05,2.1448369946591345e-05,3.5781750979295823e-06,9.468344086285533e-06,2.651136344159949e-05,-0.10069004524886856,58.73595158192506,-197.37,194.12,0.6871052238193748,0.0147638473854161,0.6578763063679306,0.7181063761815458,0.0607613269470191,0.04158571893775654,0.002305967049352732,0.1327805343565842,0.05170263499298039,0.1582525961462976,5.174644446270804e-08,0.997036505624208,0.8366105554647437,0.03020977380981492,0.7938626384676172,0.90783251850008,0.06903738211776833,1.6318440836608563,-3.24249267578125,2.91290283203125,35.7329090909091,0.010387532259699172,35.71,35.75,0.15384615384615385,-2.8860028860022087e-05,2,0
9,0.026567894801938264,0.000837490673767786,0.02339381983263193,0.027522140979566984,0.026567882224248683,0.0008374902772855714,0.023393808757603017,0.0275221279501212,1.8280116348488225e-05,5.762378642108998e-07,1.6096184946685408e-05,1.8936688172571066e-05,1.8280116348488225e-05,5.762378642108998e-07,1.6096184946685408e-05,1.8936688172571066e-05,-0.046549773755656776,16.40234839909947,-39.47,27.89,0.6278827388443258,0.020355429233668024,0.594666882768196,0.6630915921073256,0.00926754359711119,0.00914946439146322,0.0011442516256320798,0.03009363914026832,0.001729094005593962,0.0060794918275836225,1.041499094189824e-07,0.033519022785009116,0.7079126390310823,0.0534615274454136,0.6156849313922336,0.7917547819539308,0.05605297465319965,1.358865963580173,-2.47955322265625,2.48565673828125,35.75654545454545,0.01909004327041113,35.73,35.79,0.14479638009049775,0.0009841269841270517,2,0
