,EDA_tonic_mean,EDA_smna_mean,EDA_tonic_min,EDA_phasic_mean,TEMP_std,BVP_peak_freq,smoker_YES,ACC_y_min,ACC_x_mean,weight,gender_ female,c_Temp_max,ACC_x_max,TEMP_mean,c_ACC_y_std,net_acc_max,Resp_std
0,0.8029562945462451,1.3765354163282144,-1.213172941862477,1.9673620869611976,0.02498606314912744,0.08142493638676844,0,-2.603794623728521e-05,0.023430779941925082,80,0,29.42620849609375,0.0873827562416348,35.80728506787336,0.04357444788320166,0.08738279761012517,2.8902671464681617
1,1.356137547043924,0.10795162612076556,0.9124406813491884,0.16526729419171174,0.024640657773682996,0.14701724625388746,0,1.8936688172571063e-06,0.027639979911241515,80,0,29.207275390625,0.054356202701489366,35.70683257918552,0.00800159512055074,0.054356228434644785,1.5966038535319098
2,0.5946547839738721,0.03298663884479746,0.1122697804933866,0.03413642876413287,0.037081551492185484,0.08821034775233247,0,-1.8936688172571063e-06,0.028377524404226744,80,0,28.988800048828125,0.06605310708029087,35.77542986425342,0.006401265126041071,0.06605313835096077,1.5911269613990828
3,0.11999755777187987,0.16700313466660455,-0.20270020156079727,0.223354574277362,0.025266378398122503,0.11761379700310998,0,-2.1303774194142445e-05,0.03295965407706733,80,0,29.02328491210937,0.07499779866408028,35.83072398190053,0.053832599119041896,0.07499783416932004,1.8792713208544731
4,0.19159264592704034,0.001633651879818525,0.008597810783057658,0.004533319621371927,0.02090889465952162,0.15154085383093016,0,1.8936688172571066e-05,0.037020998128381916,80,0,28.882598876953125,0.04334735152144089,35.798868778280614,0.005641592746869552,0.043347372042818,1.4149755753488782
5,-0.11600037898262534,0.026361025482252828,-0.16984153391509102,0.034104673671894334,0.02250884499542674,0.07918552036199096,0,-6.1544236560855945e-06,0.03243190122810098,80,0,28.786529541015625,0.07018142627280906,35.88076923076926,0.007500687115232002,0.07018145949789581,1.471546205346255
6,-0.319819917051,0.024416935847370855,-0.41633987683323137,0.03214167647299285,0.03178429479395135,0.06333050607859768,0,-4.7341720431427655e-06,0.03517822696891961,80,0,28.69198608398437,0.061236734689019676,35.81959276018101,0.005645853803270183,0.06123676367953655,1.4793305608975458
7,-0.5116929199960332,0.007727708506293595,-0.588027101775721,0.01007472699286538,0.015449954410814613,0.07011591744416171,0,-4.7341720431427655e-06,0.0377067163049664,80,0,28.686279296875,0.054356202701489366,35.76411764705889,0.0041297080998344326,0.054356228434644785,1.4226620174355955
8,-0.6494600762704646,0.008078716375143569,-0.6939015622907352,0.007305087509962544,0.042036369569422936,0.06106870229007633,0,-3.313920430199936e-06,0.03688066272411563,80,0,28.7020263671875,0.0550442559002424,35.86131221719456,0.004235098561354385,0.05504428195913397,1.4316740458277155
9,-0.7255101162428922,0.00418967876991109,-0.7552844847638849,0.007872347979405859,0.014660633484162112,0.14475544246536612,0,-2.3670860215713828e-06,0.0361430297933209,80,0,28.6705322265625,0.05710841549650149,35.90095022624439,0.006913886886012743,0.0571084425326015,1.4058823075183513
10,-0.7719458817240927,0.004333231657255531,-0.8093188566206965,0.006395849095354836,0.017200760971718482,0.14701724625388746,0,1.6096184946685408e-05,0.03638047255249581,80,0,28.56463623046875,0.04747567071395907,35.91343891402717,0.0061242006961167855,0.04747569318975305,1.402296036889707
11,-0.8340708643513551,0.002288516276687053,-0.8574454437995359,0.002982927150260899,0.01887501660170762,0.13574660633484165,0,1.2782264516485464e-05,0.03606986576539877,80,0,28.626190185546875,0.04885177711146513,35.889457013574656,0.005316776348454601,0.0488518002387314,1.3924767823678246
12,-0.8786939246064981,0.000635980856446733,-0.896103865852138,0.0008310382567447794,0.015927601809954305,0.14249363867684478,0,1.088859569922836e-05,0.037107783118948114,80,0,28.68194580078125,0.03990708552767574,35.904479638009065,0.003402242415189295,0.03990710442037213,1.3686069429325336
13,-0.8704460262749915,0.002824364841784468,-0.916387913427988,0.0036298502432282453,0.01820512195701101,0.14249363867684478,0,1.136201290354264e-05,0.03113197630378188,80,0,28.53887939453125,0.04403540472019392,35.928733031674206,0.006022282164514599,0.044035425567307176,1.5242296272585911
14,-0.8399177132681439,0.00020420733272380964,-0.8466121288686139,0.00030730686595324355,0.049298761937644514,0.14701724625388746,0,1.941010537688534e-05,0.029221634917855326,80,0,28.511749267578125,0.029586287546380288,35.815248868778355,0.003634185026882573,0.029586301553034506,1.3871383488971103
15,-0.8784201100198582,0.0046789743071864644,-0.89568975709501,0.006054419917588508,0.02830693136750336,0.14249363867684478,0,1.7043019355313955e-05,0.03203122955167161,80,0,28.55746459960937,0.03921903232892271,35.67738738738732,0.004380858212441753,0.03921905089588296,1.4270517741492004
16,-0.8956853936214221,0.011606812352319928,-0.8993460078060808,0.015076105833306756,0.020213840123243426,0.11987560079163133,0,1.4202516129428297e-05,0.038237155507398514,80,0,28.5074462890625,0.06054868149026664,35.6909502262444,0.008693146307574631,0.060548710155047376,2.542171820551455
17,-0.8975916609895966,0.00013061669755008536,-0.9107679709494568,0.00019589682827527945,0.020520748623175624,0.14475544246536612,0,2.651136344159949e-05,0.039780676658486884,80,0,28.6390380859375,0.0412831919251818,35.628054298642475,0.002875304792401678,0.04128321146935048,1.3827687247270977
18,-0.9105437712622548,0.01103077482118832,-0.9708473849845576,0.01434653963063104,0.04310110922218874,0.08823529411764706,0,-8.048092473342704e-06,0.03096667481785987,80,0,32.842803955078125,0.06054868149026664,35.674117647058765,0.008524340643637655,0.060548710155047376,1.7139848044313162
19,-0.8239393217879997,0.005352654686290549,-0.8633473747708964,0.006571792892262246,0.04028867394967242,0.14701724625388746,0,-4.7341720431427655e-06,0.0318987378331387,80,0,34.370391845703125,0.057796468695254524,35.63511312217191,0.011574468868989309,0.057796496057090675,1.6097531069608912
20,0.9016011354730398,0.07256982930747849,0.23176209760684816,0.13511772732251215,0.015538226991013046,0.1583262651964942,0,-1.5622767742371126e-05,0.012331641238058437,80,0,31.531494140625,0.04403540472019392,34.07217194570134,0.014052554262033314,0.044035425567307176,4.717099137245722
21,0.6483764606133908,0.040316415307892636,0.5778537435530255,0.052489506916771435,0.03576206779432607,0.1289228159457167,0,-4.7341720431427655e-06,0.011900714370970329,80,0,31.506378173828125,0.03646681953391059,33.98438914027149,0.012576219864539936,0.036466836797926255,5.3105527958932415
22,0.6053183766782091,0.02667171056939518,0.5653632175851345,0.03625866846165733,0.028664363737033807,0.14927905004240882,0,-6.627840860399872e-06,0.012322690319748858,80,0,31.46807861328125,0.03371460673889847,33.877963800905015,0.012356111923139193,0.03371462269996956,3.1436621917031835
